Iteration,Loss
10,3.405596661567688
20,3.1522198915481567
30,2.90863516330719
40,2.97797429561615
50,2.8229497194290163
60,2.696940565109253
70,2.6348072052001954
80,2.5836533069610597
90,2.5371779918670656
100,2.4967105865478514
110,2.6267827272415163
120,2.5247016668319704
130,2.6182376623153685
140,2.538261961936951
150,2.319251835346222
160,2.563652956485748
170,2.4835285425186155
180,2.536265420913696
190,2.5424863576889036
200,2.4862091660499575
210,2.5004520654678344
220,2.33376225233078
230,2.373709797859192
240,2.371650815010071
250,2.4125078320503235
260,2.4191026210784914
270,2.4704174518585207
280,2.302763855457306
290,2.5097286224365236
300,2.4235168218612673
310,2.3316752076148988
320,2.2805463433265687
330,2.236719822883606
340,2.3876729249954223
350,2.166571283340454
360,2.429918682575226
370,2.3462998151779173
380,2.3470531463623048
390,2.3185080766677855
400,2.339514636993408
410,2.3248348951339723
420,2.405053472518921
430,2.3998270988464356
440,2.3378964185714723
450,2.307320499420166
460,2.4620341777801515
470,2.323567521572113
480,2.260882592201233
490,2.384604287147522
500,2.3250381708145142
510,2.3469948768615723
520,2.3368955731391905
530,2.3079762935638426
540,2.338471007347107
550,2.5172873020172117
560,2.4261234521865847
570,2.398158013820648
580,2.2603193044662477
590,2.3739553928375243
600,2.399337089061737
610,2.4212673544883727
620,2.3043828129768373
630,2.329445779323578
640,2.4598017573356628
650,2.403185415267944
660,2.3892926216125487
670,2.277343451976776
680,2.3149837970733644
690,2.5528466939926147
700,2.254861903190613
710,2.243377709388733
720,2.4020080089569094
730,2.1836421251297
740,2.3467179775238036
750,2.4608608365058897
760,2.4998134851455687
770,2.3399970173835754
780,2.2424353122711183
790,2.4405712842941285
800,2.249339962005615
810,2.3813748598098754
820,2.2647764325141906
830,2.3942490339279177
840,2.3139593839645385
850,2.1378289103507995
860,2.347885346412659
870,2.1975968718528747
880,2.256467616558075
890,2.3951356172561646
900,2.3173462986946105
910,2.3463000774383547
920,2.260738658905029
930,2.4184468030929565
940,2.3962825775146483
950,2.296485126018524
960,2.3728730201721193
970,2.4042030811309814
980,2.364007830619812
990,2.275756824016571
1000,2.395329308509827
