Iteration,Loss
10,2.4485760927200317
20,2.1531340360641478
30,1.8049634933471679
40,1.7423260688781739
50,1.6620006561279297
60,1.5496686935424804
70,1.6373179793357848
80,1.5245666027069091
90,1.5849493145942688
100,1.5494735956192016
110,1.5405271649360657
120,1.5097896933555603
130,1.5376495480537415
140,1.6022230982780457
150,1.4847676515579225
160,1.679240095615387
170,1.5508977055549622
180,1.5384953260421752
190,1.525240695476532
200,1.4892793416976928
210,1.540591287612915
220,1.6544591426849364
230,1.6185072302818297
240,1.4232555627822876
250,1.4850263714790344
260,1.5644776225090027
270,1.4820204019546508
280,1.5208008408546447
290,1.513678991794586
300,1.5168067336082458
310,1.6132236003875733
320,1.5411539196968078
330,1.5822410821914672
340,1.4046182751655578
350,1.5448887825012207
360,1.5085240244865417
370,1.5871493697166443
380,1.5493932127952577
390,1.5300705790519715
400,1.5173871278762818
410,1.5626517176628112
420,1.5622130274772643
430,1.5018784642219543
440,1.6315099954605103
450,1.4661557912826537
460,1.6155315399169923
470,1.4225244879722596
480,1.4454364895820617
490,1.4946001172065735
500,1.4377493619918824
510,1.5481032133102417
520,1.3491822361946106
530,1.499294924736023
540,1.4954336166381836
550,1.5379643797874452
560,1.4244930863380432
570,1.5099421501159669
580,1.4991904020309448
590,1.4750564694404602
600,1.562413215637207
610,1.4562433958053589
620,1.5405581593513489
630,1.5066630601882935
640,1.5566258192062379
650,1.5718409895896912
660,1.5100828528404235
670,1.4910289645195007
680,1.440306341648102
690,1.5031612396240235
700,1.5236899733543396
710,1.4859938025474548
720,1.4842210054397582
730,1.4000343203544616
740,1.5113810300827026
750,1.4957409739494323
760,1.450974202156067
770,1.5954905986785888
780,1.4561465859413147
790,1.59143807888031
800,1.4690664052963256
810,1.517950165271759
820,1.395449125766754
830,1.4712319374084473
840,1.4480681657791137
850,1.4744513988494874
860,1.5093290686607361
870,1.5500582337379456
880,1.427837038040161
890,1.5483539700508118
900,1.558252215385437
910,1.4685683846473694
920,1.5246814370155335
930,1.5031128764152526
940,1.4783063054084777
950,1.596475350856781
960,1.4940688729286193
970,1.5509073615074158
980,1.5955047011375427
990,1.5011913657188416
1000,1.5565221548080443
1010,1.4959940195083619
1020,1.5499235391616821
1030,1.5997082352638246
1040,1.4972742319107055
1050,1.4420080780982971
1060,1.5120047211647034
1070,1.532206928730011
1080,1.5565014243125916
1090,1.5234699487686156
1100,1.5457506060600281
1110,1.4948245286941528
1120,1.4136177182197571
1130,1.536293125152588
1140,1.550828790664673
1150,1.5454033136367797
1160,1.516961145401001
1170,1.5055789589881896
1180,1.6508575558662415
1190,1.4307443022727966
1200,1.4534666776657104
1210,1.4554853677749633
1220,1.5109474658966064
1230,1.6116830110549927
1240,1.4339536666870116
1250,1.4860354781150817
1260,1.569135272502899
1270,1.4767109513282777
1280,1.3885570406913756
1290,1.3771056175231933
1300,1.565989089012146
1310,1.5017971396446228
1320,1.4324883699417115
1330,1.4497507452964782
1340,1.4307467460632324
1350,1.4421202898025514
1360,1.3782943964004517
1370,1.591270625591278
1380,1.5101145386695862
1390,1.4454299569129945
1400,1.3928421020507813
1410,1.5336326599121093
1420,1.3907757878303528
1430,1.4863732933998108
1440,1.536657977104187
1450,1.435547649860382
1460,1.4202963829040527
1470,1.4730502486228942
1480,1.5038848876953126
1490,1.5527714014053344
1500,1.4182485461235046
1510,1.436997926235199
1520,1.5287463665008545
1530,1.4671004176139832
1540,1.4448830604553222
1550,1.4036656260490417
1560,1.4138961553573608
1570,1.4907769918441773
1580,1.5566423416137696
1590,1.4668683528900146
1600,1.5625571131706237
1610,1.4437637090682984
1620,1.4891208291053772
1630,1.5224409461021424
1640,1.570485496520996
1650,1.4748537063598632
1660,1.4332552671432495
1670,1.5073095440864563
1680,1.5459962129592895
1690,1.4950085639953614
1700,1.5145323514938354
1710,1.52564377784729
1720,1.5115904927253723
1730,1.5506965160369872
1740,1.545282518863678
1750,1.583662509918213
1760,1.449476408958435
1770,1.4230503559112548
1780,1.4833160400390626
1790,1.456734549999237
1800,1.4869644165039062
1810,1.411796474456787
1820,1.548353362083435
1830,1.4211344599723816
1840,1.504083478450775
1850,1.4934924840927124
1860,1.4778443694114685
1870,1.3640867471694946
1880,1.4343981623649598
1890,1.4765593886375428
1900,1.5029270768165588
1910,1.515472424030304
1920,1.5819238424301147
1930,1.5418320178985596
1940,1.4823487997055054
