Iteration,Loss
10,3.4439648628234862
20,3.318296527862549
30,3.1956774473190306
40,3.2652281522750854
50,3.145146918296814
60,3.0290371417999267
70,2.973519802093506
80,2.8924131870269774
90,2.8553614139556887
100,2.8063499212265013
110,2.930473494529724
120,2.8535225868225096
130,2.9321802139282225
140,2.8438708782196045
150,2.665582847595215
160,2.8632601499557495
170,2.7755778551101686
180,2.8295554399490355
190,2.831787919998169
200,2.7942652225494387
210,2.7870270729064943
220,2.627078723907471
230,2.6714336395263674
240,2.6777471780776976
250,2.723768401145935
260,2.6994312047958373
270,2.7411099910736083
280,2.575360584259033
290,2.7649140119552613
300,2.6683581113815307
310,2.597183084487915
320,2.5367815256118775
330,2.5044135808944703
340,2.6453487396240236
350,2.4247222423553465
360,2.6612257242202757
370,2.6092466831207277
380,2.592964243888855
390,2.550205659866333
400,2.587172269821167
410,2.5708091259002686
420,2.638526725769043
430,2.6177380084991455
440,2.579023337364197
450,2.556019902229309
460,2.6762388944625854
470,2.548498606681824
480,2.4894474267959597
490,2.60287492275238
500,2.525918662548065
510,2.557365369796753
520,2.555105137825012
530,2.5245484828948976
540,2.548191523551941
550,2.72181031703949
560,2.6232327938079836
570,2.6050651550292967
580,2.4838624238967895
590,2.575642538070679
600,2.6106863737106325
610,2.618139410018921
620,2.505916142463684
630,2.536407494544983
640,2.653985023498535
650,2.603650164604187
660,2.584448552131653
670,2.456868028640747
680,2.521354603767395
690,2.7411625146865846
700,2.458200526237488
710,2.4602999925613402
720,2.5842532396316527
730,2.368165147304535
740,2.550139880180359
750,2.641418385505676
760,2.6740484952926638
770,2.5126924991607664
780,2.435826063156128
790,2.6254695892333983
800,2.444366788864136
810,2.5605655670166017
820,2.4462271690368653
830,2.592484712600708
840,2.493472695350647
850,2.326461064815521
860,2.518684911727905
870,2.378193998336792
880,2.432398772239685
890,2.5593971490859984
900,2.4925073862075804
910,2.515089774131775
920,2.4392011880874636
930,2.589237427711487
940,2.562601184844971
950,2.467352843284607
960,2.557533288002014
970,2.56069016456604
980,2.53378586769104
990,2.456204652786255
1000,2.5578402280807495
