Iteration,Loss
10,2.944948124885559
20,2.9605107069015504
30,2.787286972999573
40,2.4476298570632933
50,2.6589392185211183
60,2.767347240447998
70,2.3638402223587036
80,2.5680825471878053
90,2.3913686871528625
100,2.315483736991882
110,2.2636210680007935
120,2.2339468121528627
130,2.2346909403800965
140,2.169706034660339
150,2.219136595726013
160,2.1455869555473326
170,2.1888157725334167
180,2.0511791467666627
190,2.1907957434654235
200,2.1534722566604616
210,2.2652434349060058
220,2.064081037044525
230,2.2054009437561035
240,2.197375166416168
250,2.2694576740264893
260,2.0411997079849242
270,2.393080401420593
280,2.17305303812027
290,2.0739336609840393
300,2.194223177433014
310,2.1958680987358092
320,2.2368637204170225
330,2.1947038650512694
340,2.006029510498047
350,2.095367097854614
360,2.205055093765259
370,2.4139184236526487
380,2.0761587023735046
390,2.1610981702804564
400,2.260069191455841
410,1.9831162452697755
420,2.329167866706848
430,2.1569187879562377
440,2.261173117160797
450,2.155994212627411
460,1.9761317014694213
470,2.37364399433136
480,2.228216230869293
490,2.2134440898895265
500,2.0248631596565247
510,2.05418838262558
520,1.960056221485138
530,2.175286388397217
540,2.2569563508033754
550,2.077705645561218
560,2.1870907306671143
570,2.0362629532814025
580,2.1123484134674073
590,2.2686355471611024
600,2.1052608609199526
610,2.0003548741340635
620,1.9810709953308105
630,2.139250433444977
640,2.2818941712379455
650,2.25186710357666
660,2.0776944398880004
670,2.0819518208503722
680,2.1392152428627016
690,2.064698100090027
700,2.239919149875641
710,2.129485511779785
720,2.030693256855011
730,2.0387237071990967
740,2.023596477508545
750,2.0494959354400635
760,2.179823839664459
770,2.2103490948677065
780,2.045896363258362
790,2.0409818649291993
800,2.0526899933815
810,2.2244601964950563
820,2.0620121002197265
830,1.9105971574783325
840,2.296145236492157
850,2.303865659236908
860,2.149672472476959
870,2.126375365257263
880,2.24312709569931
890,2.06504225730896
900,2.0474011063575746
910,2.189519500732422
920,2.1002828598022463
930,2.3835426211357116
940,2.160754442214966
950,2.077004647254944
960,2.215880334377289
970,2.1680508494377135
980,2.2794389128684998
990,2.3316612362861635
1000,2.1374781370162963
1010,2.25623904466629
1020,2.213826608657837
1030,2.062604606151581
1040,2.2023314595222474
1050,2.201335906982422
1060,2.0785516500473022
1070,2.1900941491127015
1080,2.079426038265228
1090,2.246603226661682
1100,2.187026596069336
1110,2.161546766757965
1120,2.067477560043335
1130,2.150675117969513
1140,2.183132457733154
1150,2.1439058780670166
1160,2.170013797283173
1170,2.1890575766563414
1180,2.209021711349487
1190,2.0621109008789062
1200,1.9766825914382935
1210,2.020733892917633
1220,2.054463493824005
1230,2.1556230545043946
1240,2.15595520734787
1250,1.8461492896080016
1260,2.0673189520835877
1270,2.2022510170936584
1280,2.1802664279937742
1290,2.122717559337616
1300,2.177350473403931
1310,2.3077594876289367
1320,2.1462273955345155
1330,2.086672282218933
1340,2.157637560367584
1350,2.1078990936279296
1360,2.229123854637146
1370,2.043316292762756
1380,2.0086990118026735
1390,2.059995687007904
1400,2.0177428126335144
1410,2.1791646242141725
1420,2.2690095782279966
1430,2.071237015724182
1440,2.360826826095581
1450,2.3146943926811216
1460,2.146836280822754
1470,2.1970823884010313
1480,2.0657991409301757
1490,2.3426341891288756
1500,2.2670016646385194
1510,2.205513048171997
1520,2.137964117527008
1530,2.040073263645172
1540,2.093570923805237
1550,2.100902056694031
1560,2.0950971961021425
1570,2.1719393491744996
1580,1.9345911860466003
1590,2.1689786672592164
1600,1.9416706442832947
1610,1.991942811012268
1620,2.1165225863456727
1630,1.992677676677704
1640,2.02167432308197
1650,2.118341791629791
1660,2.2752798438072204
1670,2.056821048259735
1680,2.128891122341156
1690,2.066606676578522
1700,2.0624556064605715
1710,2.2047712206840515
1720,1.9325823187828064
1730,2.1645461916923523
1740,2.123582971096039
1750,2.2031424403190614
