Iteration,Loss
10,2.5099517107009888
20,2.3769473791122437
30,2.0184507966041565
40,1.9102311611175538
50,1.8101466417312622
60,1.6739644408226013
70,1.7439377188682557
80,1.6302053809165955
90,1.6743302464485168
100,1.639251184463501
110,1.6324280381202698
120,1.594599986076355
130,1.6146376729011536
140,1.6956340670585632
150,1.5588406443595886
160,1.74755961894989
170,1.6285414695739746
180,1.608681893348694
190,1.5857357144355775
200,1.571732747554779
210,1.6086525201797486
220,1.7143346905708312
230,1.6812585234642028
240,1.5000871896743775
250,1.5492709517478942
260,1.6319229125976562
270,1.5494171261787415
280,1.59936466217041
290,1.585435950756073
300,1.5692442417144776
310,1.682440161705017
320,1.613165557384491
330,1.6559510707855225
340,1.4668706893920898
350,1.6128140449523927
360,1.5724524021148683
370,1.6538341999053956
380,1.6159848809242248
390,1.5955886960029602
400,1.5751482009887696
410,1.6266801595687865
420,1.6325626850128174
430,1.5610176086425782
440,1.6913936138153076
450,1.5285722255706786
460,1.6814377427101135
470,1.4799920797348023
480,1.5035701274871827
490,1.5512182712554932
500,1.5028907775878906
510,1.6011273503303527
520,1.4104485511779785
530,1.555212414264679
540,1.560870361328125
550,1.5849833846092225
560,1.4711060881614686
570,1.57233327627182
580,1.554971981048584
590,1.53473699092865
600,1.6125977635383606
610,1.5159961223602294
620,1.5940641522407533
630,1.563438856601715
640,1.6048699736595153
650,1.6363633155822754
660,1.5661593198776245
670,1.5479054570198059
680,1.5040522933006286
690,1.5597822666168213
700,1.5750083923339844
710,1.5319810867309571
720,1.5282663345336913
730,1.4473929166793824
740,1.5744908213615418
750,1.5645884990692138
760,1.501124382019043
770,1.6640190839767457
780,1.5135541677474975
790,1.647099220752716
800,1.5151395320892334
810,1.5780844211578369
820,1.4474520444869996
830,1.5244068384170533
840,1.5048037409782409
850,1.5252474188804626
860,1.5696927547454833
870,1.5948110699653626
880,1.4838711261749267
890,1.6030912280082703
900,1.618927502632141
910,1.513139295578003
920,1.5797726392745972
930,1.5579275012016296
940,1.533117401599884
950,1.653140091896057
960,1.5394447565078735
970,1.6137914061546326
980,1.6447031855583192
990,1.5667993187904359
1000,1.6175598621368408
1010,1.5436964750289917
1020,1.6014758110046388
1030,1.6457455277442932
1040,1.5581091284751891
1050,1.5084162592887878
1060,1.568719255924225
1070,1.5932986736297607
1080,1.613924539089203
1090,1.5789395809173583
1100,1.6073566913604735
